Number,Arabic,English
2504,لَصَادِقُونَ,We are true
2505,بَأْسَنَا,We are
2506,ظَهَرَ,Back
2507,آمَنَتْ,I believed
2508,خَلَائِفَ,Classes
2509,أَهْلَكْنَاهَا,We have it
2510,دَعْوَاهُمْ,They called them
2511,أُرْسِلَ,Send
2512,ثَقُلَتْ,I was gone
2513,فَاخْرُجْ,So come out
2514,لَأَمْلَأَنَّ,I am tired
2515,الشَّجَرَةِ,the tree
2516,وَلِكُلِّ,And all
2517,نَعَمْ,yes
2518,خَوْفًا,Fear
2519,وَطَمَعًا,And a bite
2520,سَحَابًا,Bicked
2521,وَلَكِنِّي,But I am
2522,الْخَلْقِ,Creation
2523,تَعِدُنَا,We prepared
2524,وَآبَاؤُكُمْ,And your parents
2525,جَاءَتْكُمْ,You came
2526,بِسُوءٍ,Bad
2527,الرَّجْفَةُ,The tremor
2528,دَارِهِمْ,Their house
2529,فَتَوَلَّى,I took care
2530,لَتَأْتُونَ,Do not come
2531,جَوَابَ,Jawab
2532,امْرَأَتَهُ,His wife
2533,تَوَكَّلْنَا,We trust us
2534,يَأْتِيَهُمْ,They come to them
2535,فَأَرْسِلْ,So send
2536,الْغَالِبِينَ,The majority
2537,أَلْقُوا,Get up
2538,عِنْدَكَ,you have
2539,كَشَفْنَا,We revealed
2540,فَانْتَقَمْنَا,So we resided
2541,غَافِلِينَ,Ghunphin
2542,آلِهَةٌ,The gods
2543,تَجْهَلُونَ,You are ignorant
2544,وَأْمُرْ,And command
2545,قَوْمَكَ,Your people
2546,جَسَدًا,Body
2547,أَمْرَ,Command
2548,أَرْحَمُ,I am merciful
2549,غَضَبٌ,anger
2550,بَعْدِهَا,Then
2551,لِرَبِّهِمْ,For their Lord
2552,عِنْدَهُمْ,They have
2553,يَهْدُونَ,They guided
2554,الْمُبْطِلُونَ,The invalid
2555,الْأَسْمَاءُ,Names
2556,عِلْمُهَا,Its knowledge
2557,لِنَفْسِي,For myself
2558,مَسَّنِيَ,Mnuni
2559,إِلَيْهَا,to her
2560,فَتَعَالَى,So come
2561,تَدْعُوهُمْ,Call them
2562,فَاسْتَعِذْ,Taken out
2563,آيَاتُهُ,His verses
2564,إِحْدَى,one
2565,الْبَاطِلَ,The falsehood
2566,أَمْوَالُكُمْ,Your money
2567,وَيَصُدُّونَ,And they are in response
2568,قَوِيٌّ,strong
2569,نِعْمَةً,blessing
2570,اتَّبَعَكَ,Follow you
2571,يَغْلِبُوا,They are overlooked
2572,سَبَقَ,Stay
2573,وَهَاجَرُوا,And they migrated
2574,عَاهَدْتُمْ,You pledged
2575,لِلْمُشْرِكِينَ,For the participants
2576,اسْتَقَامُوا,Reclin
2577,أَيْمَانَهُمْ,Their faith
2578,الْفَائِزُونَ,The permits
2579,فَتَرَبَّصُوا,So they pursued
2580,قَوْلُهُمْ,They said
2581,رَسُولَهُ,His Messenger
2582,بِنَا,coffee beans
2583,يَأْتُونَ,They come
2584,رَضُوا,They are satisfied
2585,يُؤْذُونَ,They are hurt
2586,نَبَأُ,News
2587,وَالْمُنَافِقِينَ,And the hypocrites
2588,وَمَأْوَاهُمْ,And they watered them
2589,نَارُ,Fire
2590,وَآخَرُونَ,And others
2591,وَقُلِ,Say
2592,يُحِبُّونَ,They love
2593,وَالْقُرْآنِ,And the Qur’an
2594,أَيُّكُمْ,You
2595,عَجَبًا,Wondering
2596,يُدَبِّرُ,It is planned
2597,لِقَاءَنَا,To meet us
2598,وَيَعْبُدُونَ,And they worship
2599,أَذَقْنَا,We tasted us
2600,مَكْرًا,Interest
2601,يَأْكُلُ,Eat
2602,بِالْأَمْسِ,Yesterday
2603,ذِلَّةٌ,Humanity
2604,فَسَيَقُولُونَ,They will say
2605,رَبُّكُمُ,Your Lord
2606,تَحْكُمُونَ,You judge
2607,الصُّمَّ,Deaf
2608,نُرِيَنَّكَ,We show you
2609,نَعِدُهُمْ,We promise them
2610,وَأَسَرُّوا,And they caused
2611,رَأَوُا,They saw
2612,لِتَسْكُنُوا,To dwell
2613,فَعَلَيْهِ,Do it
2614,وَأَخِيهِ,And my brother
2615,الْأَلِيمَ,Palm
2616,يَقْضِي,Spends
2617,تَدْعُ,Call
2618,وَاتَّبِعْ,And follow
2619,حَكِيمٍ,wise
2620,صَنَعُوا,Create
2621,الْأَحْزَابِ,The parties
2622,نَرَاكَ,We see you
2623,نُوحُ,Noah
2624,بِأَعْيُنِنَا,With our eyes
2625,يَأْتِيهِ,He brings it
2626,زَوْجَيْنِ,Two young people
2627,رَحِمَ,womb
2628,بُعْدًا,After
2629,تَتَوَلَّوْا,They took over
2630,نَجَّيْنَا,We saved us
2631,لُوطًا,Lot
2632,بِعَزِيزٍ,Dear
2633,لِأَجَلٍ,For a sake
2634,كَلِمَةُ,a word
2635,الْجِنَّةِ,the Paradise
2636,أَبِيكُمْ,Your father
2637,غَدًا,tomorrow
2638,تَصِفُونَ,You are described
2639,تَأْكُلُ,Eat
2640,السِّجْنِ,Prison
2641,الْوَاحِدُ,the one
2642,الْقَهَّارُ,The dignity
2643,أَخَاهُ,His brother
2644,أَبِي,My Father
2645,يَتَّقِ,Fear
2646,لَطِيفٌ,Nice
2647,تَسْأَلُهُمْ,You ask them
2648,تَأْتِيَهُمْ,You come
2649,نُوحِي,Nouhi
2650,يَجْرِي,Being
2651,بِمَاءٍ,With water
2652,مُنْذِرٌ,A warning
2653,تَحْمِلُ,Bearing
2654,وَكُلُّ,And all
2655,خَلْفِهِ,Meeting it
2656,بِحَمْدِهِ,Muhammad
2657,خَلَقُوا,They created
2658,عُقْبَى,Important
2659,الْحَمِيدِ,Al -Hamid
2660,صَبَّارٍ,cactus
2661,شَكُورٍ,Thank you
2662,أُرْسِلْتُمْ,You were sent
2663,مِثْلُنَا,Like us
2664,مَحِيصٍ,Seal
2665,لِيَ,Mine
2666,قَرَارٍ,resolution
2667,يَصْلَوْنَهَا,They pray
2668,وَلِلْمُؤْمِنِينَ,And for the believers
2669,مَعْلُومٌ,known
2670,شَيْطَانٍ,Satan
2671,صَلْصَالٍ,clay
2672,خَلَقْنَاهُ,We created it
2673,سُلْطَانٌ,Sultan
2674,سُرُرٍ,Performed
2675,مُتَقَابِلِينَ,Overcoming
2676,بِغُلَامٍ,With a mail
2677,الْأَيْكَةِ,The one
2678,أَلْوَانُهُ,Its color
2679,وَلِتَبْتَغُوا,And seek to seek
2680,شُرَكَائِيَ,My partner
2681,أَيْمَانُهُمْ,Their faith
2682,أَزْوَاجِكُمْ,Your wives
2683,وَضَرَبَ,He was struck
2684,وَالْأَفْئِدَةَ,And the heart
2685,الْبَصِيرُ,The vision
2686,لِتَبْتَغُوا,To seek
2687,وَكُلَّ,And all
2688,فَحَقَّ,He joined
2689,تَجْعَلْ,Make
2690,الشَّيَاطِينِ,The devils
2691,كَفُورًا,Kafour
2692,مَسْئُولًا,Responsible
2693,نُفُورًا,An enforcement
2694,وَلَّوْا,And La
2695,عِظَامًا,Greatness
2696,أَحَاطَ,He surrounded
2697,يُرْسِلَ,Sends
2698,حَاصِبًا,Harib
2699,بِيَمِينِهِ,With his right
2700,سُنَّةَ,Year
2701,قَبْلَكَ,before you
2702,يَزِيدُ,Increases
2703,الْإِنْسَانِ,The human
2704,الشَّرُّ,Evil
2705,ظَهِيرًا,Dhahir
2706,مَثَلٍ,Such as
2707,كِسَفًا,Bridal
2708,نَزَلَ,download
2709,تَنْزِيلًا,Design
2710,عَبْدِهِ,slave
2711,لِيُنْذِرَ,To warn
2712,تَخْرُجُ,Graduation
2713,الْكَهْفِ,the cave
2714,لَبِثُوا,They met
2715,أَمْرِهِمْ,Their command
2716,سَيَقُولُونَ,They will say
2717,أَسَاوِرَ,Bracelets
2718,بِرَبِّي,My Lord
2719,تَسْتَطِيعَ,Could you
2720,مَوْعِدًا,Preacher
2721,أَهْلَكْنَاهُمْ,We have
2722,الْبَحْرَيْنِ,the two seas
2723,سَبَبًا,Because
2724,وَنُفِخَ,And we breathed
2725,يَحْسَبُونَ,They calculate
2726,يَرْجُو,Please
2727,سَوِيًّا,together
2728,وَعَشِيًّا,And live
2729,بِوَالِدَيْهِ,In his parents
2730,وَجَعَلَنِي,And make me
2731,الْأَحْزَابُ,The parties
2732,رَحْمَتِنَا,Our mercy
2733,الطُّورِ,The phase
2734,وَآمَنَ,And security
2735,أَفَرَأَيْتَ,You saw
2736,تَحْتَ,under
2737,آتِيكُمْ,I come to you
2738,نُودِيَ,We want
2739,بَيْضَاءَ,White
2740,كَيْ,in order to
2741,سُبُلًا,A way
2742,النَّجْوَى,The survivors
2743,أَفْلَحَ,Come on
2744,تَزَكَّى,Zakat
2745,رَأَيْتَهُمْ,I saw them
2746,خُلِقَ,Create
2747,لِيَوْمِ,Today
2748,يَنْطِقُونَ,They speak
2749,وَنَجَّيْنَاهُ,And we saved it
2750,أَئِمَّةً,Imams
2751,فَاسْتَجَبْنَا,We answered us
2752,عِبَادِيَ,My servants
2753,أَدْرِي,I know
2754,الْقُبُورِ,Dourgers
2755,وَالْقَمَرُ,And the moon
2756,مَنَافِعُ,We are beneficial
2757,وَعَادٌ,And return
2758,وَقَوْمُ,And people
2759,نَكِيرِ,Nick
2760,يُولِجُ,Emphasized
2761,وَيُولِجُ,And Julj
2762,مَلَائِكَةً,Angels
2763,إِفْكٌ,Follow
2764,إِخْوَانِهِنَّ,Their brothers
2765,نَذِيرًا,Sleeping
2766,وَأَصِيلًا,And originally
2767,وَيَجْعَلْ,And make
2768,ثُبُورًا,Cubes
2769,تُطِعِ,Pick up
2770,أَغْرَقْنَا,We have been exhausted
2771,أَفَرَأَيْتُمْ,You saw you
2772,أَخُوهُمْ,Their brother
2773,فَتْحًا,Fit
2774,لَدَيَّ,I have
2775,رَآهُ,He saw it
2776,فَأَنْبَتْنَا,So we spoke
2777,وَهَامَانَ,And delusions
2778,يُنَادِيهِمْ,He calls them
2779,وَإِبْرَاهِيمَ,And Abraham
2780,رِيحًا,Wind
2781,فَيَوْمَئِذٍ,"So, then"
2782,تَدْرِي,Air
2783,الْمَأْوَى,Well
2784,جَمِيلًا,beautiful
2785,مِنْكُنَّ,Who are you
2786,وَبَنَاتِ,Banat
2787,أَعْمَالَكُمْ,Your works
2788,وَالْمُشْرِكِينَ,And the participants
2789,شَكُورٌ,Thank you
2790,الشَّمْسُ,the sun
2791,فَاكِهَةٌ,fruit
2792,جُنْدٌ,Paradise
2793,لَيَقُولُونَ,They say
2794,سَاحِرٌ,Wizard
2795,كَذَّابٌ,liar
2796,أَوَّابٌ,Wakes
2797,حَمِيمٌ,intimate
2798,عِبَادِ,Worshipers
2799,وَبَدَا,And they seem
2800,الْحَمِيمِ,The darkest
2801,تَنْزِيلٌ,to download
2802,مَمْنُونٍ,grateful
2803,فِضَّةٍ,silver
2804,مَجْنُونٌ,crazy
2805,فَذَكِّرْ,Remember
2806,يَسَّرْنَا,We are pleased
2807,لِلذِّكْرِ,To mention
2808,بِاسْمِ,Basim
2809,نَعِيمٍ,Naim
2810,الْيَقِينِ,certainty
2811,حِسَابًا,Account
2812,أَدْبَرَ,Edbar
2813,تَذْكِرَةٌ,a ticket
2814,أَيَحْسَبُ,Is it calculated
2815,وَتَوَاصَوْا,And they waited
2816,نَعْبُدُ,We worship
2817,الصِّرَاطَ,The fence
2818,الْمُسْتَقِيمَ,Right
2819,أَنُؤْمِنُ,I believe
2820,الضَّلَالَةَ,Dalil
2821,مُهْتَدِينَ,Taked down
2822,صُمٌّ,Deaf
2823,بِالْكَافِرِينَ,With the infidels
2824,فَأَخْرَجَ,So he was brought out
2825,مُتَشَابِهًا,It is similar
2826,أَزْوَاجٌ,Pairs
2827,مُطَهَّرَةٌ,Purification
2828,يُوصَلَ,connect
2829,عِلْمَ,Science
2830,وَأَعْلَمُ,And know
2831,تُبْدُونَ,You look
2832,أَبَى,My Father
2833,وَاسْتَكْبَرَ,And arrogance
2834,رَغَدًا,Ragge
2835,الشَّجَرَةَ,the tree
2836,مُسْتَقَرٌّ,stable
2837,وَمَتَاعٌ,And enjoyment
2838,يَأْتِيَنَّكُمْ,It comes to you
2839,نِعْمَتِيَ,My blessing
2840,أَنْعَمْتُ,I was blessed
2841,وَإِيَّايَ,Hey
2842,وَآمِنُوا,And they wish
2843,تَشْتَرُوا,Short
2844,وَالصَّلَاةِ,And prayer
2845,مُلَاقُو,Malako
2846,شَفَاعَةٌ,intercession
2847,يَسُومُونَكُمْ,They pray for you
2848,وَيَسْتَحْيُونَ,And they are ashamed
2849,نِسَاءَكُمْ,Your women
2850,لَيْلَةً,a night
2851,جَهْرَةً,Agency
2852,الصَّاعِقَةُ,Thunderbolt
2853,الْمَنَّ,Manna
2854,وَالسَّلْوَى,And alwi
2855,الْقَرْيَةَ,the village
2856,وَادْخُلُوا,Enter
2857,فَأَنْزَلْنَا,So we got off
2858,رِجْزًا,Against
2859,وَإِذِ,And then
2860,اضْرِبْ,Stir
2861,بِعَصَاكَ,With your stick
2862,عَشْرَةَ,ten
2863,أُنَاسٍ,People
2864,عَصَوْا,They disobeyed
2865,يَعْتَدُونَ,They are accustomed
2866,الطُّورَ,The phase
2867,آتَيْنَاكُمْ,We came to you
2868,وَمَوْعِظَةً,And preaching
2869,يُبَيِّنْ,Show
2870,بَقَرَةٌ,a cow
2871,مُسَلَّمَةٌ,Muslim
2872,خَشْيَةِ,fear
2873,كَلَامَ,Every mother
2874,أَوَلَا,Or not
2875,بِأَيْدِيهِمْ,In their hands
2876,وَوَيْلٌ,Wall
2877,أَيَّامًا,Days
2878,كَسَبَ,earn
2879,سَيِّئَةً,A bad
2880,وَقَفَّيْنَا,And our stand
2881,بِرُوحِ,In the spirit
2882,تَهْوَى,Fear
2883,وَفَرِيقًا,Frank
2884,بِئْسَمَا,Samen
2885,يَكْفُرُوا,Atonement
2886,يُنَزِّلَ,goes down
2887,نُؤْمِنُ,We believe
2888,خَالِصَةً,Creative
2889,أَحَدُهُمْ,One of them
2890,قَلْبِكَ,your heart
2891,وَمَلَائِكَتِهِ,And his angels
2892,يَكْفُرُ,He disbelieves
2893,سُلَيْمَانُ,Sulaiman
2894,يَضُرُّهُمْ,Harm them
2895,تَسْأَلُوا,Ask
2896,كَثِيرٌ,Many
2897,مَنَعَ,Prevent
2898,مَسَاجِدَ,Magazine
2899,تُوَلُّوا,Come on
2900,وَجْهُ,Face
2901,تَأْتِينَا,We came
2902,بَيَّنَّا,Show us
2903,وَلَئِنِ,And now
2904,اتَّبَعْتَ,Follow you
2905,بَيْتِيَ,my house
2906,آيَاتِكَ,Your signs
2907,وَيُعَلِّمُهُمُ,And he teaches them
2908,وَيُزَكِّيهِمْ,And it will be blessed
2909,بَنِيَّ,brouwn
2910,اصْطَفَى,choose
2911,كَسَبْتُمْ,You have earned
2912,وَالْأَسْبَاطِ,And the Sabbath
2913,نُفَرِّقُ,We are separated
2914,أَعْمَالُنَا,Our works
2915,شَهَادَةً,Degree
2916,وَيَكُونَ,It is
2917,لِنَعْلَمَ,Let's know
2918,يَتَّبِعُ,Follow
2919,عَقِبَيْهِ,He followed him
2920,بِالنَّاسِ,People
2921,فَوَلِّ,Bean
2922,شَطْرَ,Destroy
2923,لِئَلَّا,No
2924,نِعْمَتِي,My blessing
2925,الْأَمْوَالِ,Malays
2926,بِهِمَا,With them
2927,لَعْنَةُ,a curse
2928,وَاخْتِلَافِ,And disagree
2929,وَبَثَّ,And broadcast
2930,حُبًّا,Love
2931,كَرَّةً,a ball
2932,نَتَّبِعُ,We follow
2933,وَمَثَلُ,And the example
2934,وَالدَّمَ,And the blood
2935,الْخِنْزِيرِ,Pig
2936,بَاغٍ,Big
2937,بُطُونِهِمْ,Their stomachs
2938,وَالْمَغْرِبِ,And the Moroccan
2939,وَالنَّبِيِّينَ,And the prophets
2940,وَآتَى,And it came
2941,وَابْنَ,And son
2942,الرِّقَابِ,The nickname
2943,بِإِحْسَانٍ,With good
2944,وَالْأَقْرَبِينَ,And the closest
2945,بَعْدَمَا,After
2946,مَعْدُودَاتٍ,Models
2947,مَرِيضًا,Patient
2948,طَعَامُ,food
2949,الدَّاعِ,The bid
2950,وَابْتَغُوا,And seek
2951,يَتَبَيَّنَ,He shows
2952,أَمْوَالَكُمْ,Your money
2953,بِأَنْ,That
2954,وَقَاتِلُوا,And they fought
2955,تَعْتَدُوا,Taken
2956,وَاقْتُلُوهُمْ,And kill them
2957,انْتَهَوْا,They ended
2958,رَأْسِهِ,his head
2959,وَاسْتَغْفِرُوا,And ask forgiveness
2960,آبَاءَكُمْ,Your parents
2961,فَمِنَ,Who is
2962,يَوْمَيْنِ,Two days
2963,سَعَى,He sought
2964,الْعِزَّةُ,Glory
2965,مَرْضَاتِ,Illnesses
2966,يَأْتِيَهُمُ,They come to them
2967,فَهَدَى,Fahd
2968,حَسِبْتُمْ,You calculated
2969,نَصْرُ,Victory
2970,يَرُدُّوكُمْ,They repeat you
2971,رَحْمَتَ,You have mercy
2972,وَمَنَافِعُ,And a benefit
2973,تَتَفَكَّرُونَ,You think
2974,فَإِخْوَانُكُمْ,Your brothers
2975,تَنْكِحُوا,Do you marry
2976,الْمَحِيضِ,The menstruation
2977,بِاللَّغْوِ,With language
2978,نِسَائِهِمْ,Their women
2979,ثَلَاثَةَ,three
2980,كُنَّ,Be
2981,يُقِيمَا,Resident
2982,فَأَمْسِكُوهُنَّ,"So, I will hold them"
2983,يَعِظُكُمْ,He preaches you
2984,أَوْلَادَكُمْ,Your children
2985,آتَيْتُمْ,You came
2986,وَيَذَرُونَ,And they will be warned
2987,تَمَسُّوهُنَّ,You touch them
2988,تَعْفُوا,Pardon
2989,الْفَضْلَ,Favor
2990,مَعْرُوفٍ,a favour
2991,لِنَبِيٍّ,Labbi
2992,يُؤْتِي,It comes
2993,آيَةَ,any
2994,يَأْتِيَكُمُ,It comes to you
2995,فِئَةٍ,category
2996,دَاوُودُ,Dawood
2997,نَتْلُوهَا,Till it
2998,وَرَفَعَ,He raised
2999,بَيْعٌ,Sale
3000,وَالْكَافِرُونَ,And the disbelievers
3001,الْحَيُّ,Neighborhood
3002,الْغَيِّ,Cancel
3003,وَلِيُّ,Guardian
3004,رَبِّيَ,my Lord
3005,خَاوِيَةٌ,Khoei
3006,عُرُوشِهَا,Her nakedness
3007,مِائَةَ,a hundred
3008,عَامٍ,general
3009,وَانْظُرْ,And look
3010,فَخُذْ,thigh
3011,جَبَلٍ,mountain
3012,مَالَهُ,His money
3013,وَابِلٌ,hail
3014,يَقْدِرُونَ,They appreciate
3015,جَنَّةٍ,heaven
3016,أُكُلَهَا,Eat it
3017,ضِعْفَيْنِ,Weak
3018,جَنَّةٌ,heaven
3019,وَأَعْنَابٍ,And grapes
3020,الْكِبَرُ,The old age
3021,بِالْفَحْشَاءِ,In the face
3022,مَغْفِرَةً,forgiveness
3023,يَذَّكَّرُ,Mentionsed
3024,أَنْصَارٍ,Ansar
3025,لِلْفُقَرَاءِ,For the poor
3026,يَسْأَلُونَ,They ask
3027,عَادَ,is back
3028,أَمْوَالِكُمْ,Your money
3029,كَاتِبٌ,clerk
3030,عَلَّمَهُ,Teach him
3031,دُعُوا,They were called
3032,تُخْفُوهُ,Hide it
3033,وَكُتُبِهِ,And his book
3034,وَإِلَيْكَ,And to you
3035,وَعَلَيْهَا,And on it
3036,وَارْحَمْنَا,And we have mercy on us
3037,الْفُرْقَانَ,The parties
3038,الْفِتْنَةِ,The sedition
3039,كَدَأْبِ,Lier
3040,وَأُخْرَى,And another
3041,بِنَصْرِهِ,His support
3042,الْأَبْصَارِ,Basra
3043,الشَّهَوَاتِ,Lusts
3044,وَرِضْوَانٌ,And satisfaction
3045,أَسْلَمُوا,Peace be upon you
3046,يَأْمُرُونَ,They command
3047,فَبَشِّرْهُمْ,He preached them
3048,يَتَوَلَّى,It takes over
3049,الْمَيِّتَ,dead
3050,وَبَيْنَهُ,And show it
3051,أَمَدًا,Aside
3052,ذُنُوبَكُمْ,Your sins
3053,وَنُوحًا,And Ih
3054,عِمْرَانَ,Omran
3055,وَجَدَ,is found
3056,عِنْدَهَا,Then
3057,دَعَا,Call
3058,قَائِمٌ,existing
3059,الْمَهْدِ,The Mahdah
3060,كَذَلِكِ,like that
3061,الطِّينِ,The clay
3062,طَيْرًا,Frame
3063,الْحَوَارِيُّونَ,The neighborhoods
3064,وَمَكَرُوا,And they were depleted
3065,سَوَاءٍ,whether
3066,نَعْبُدَ,We worship
3067,نُشْرِكَ,We share
3068,بَعْضُنَا,We are
3069,أَرْبَابًا,Lords
3070,التَّوْرَاةُ,The Torah
3071,اتَّبَعُوهُ,Follow him
3072,وَجْهَ,Face
3073,أَوْفَى,I missed
3074,وَالْحُكْمَ,And the judgment
3075,وَالنُّبُوَّةَ,And the prophecy
3076,إِيمَانِهِمْ,Their faith
3077,وَشَهِدُوا,And testify
3078,الضَّالُّونَ,Those who are lost
3079,وَلَوِ,If not
3080,بَيْتٍ,a house
3081,تَفَرَّقُوا,Divide them
3082,أَعْدَاءً,Edbaa
3083,فَفِي,Fal
3084,تَأْمُرُونَ,You are commanded
3085,الْأَنْبِيَاءَ,The prophets
3086,حَرْثَ,plow
3087,وَدُّوا,And they
3088,يَضُرُّكُمْ,Harm you
3089,النَّصْرُ,The victory
3090,أَجْرُ,A reward
3091,الْعَامِلِينَ,staff
3092,تَهِنُوا,I congratulate
3093,تَحْزَنُوا,Sad
3094,وَأَنْتُمُ,And you are
3095,مِثْلُهُ,like him
3096,يَعْلَمِ,Know
3097,مُحَمَّدٌ,Mohammed
3098,أَعْقَابِكُمْ,Your punishment
3099,لِنَفْسٍ,For the same
3100,نُؤْتِهِ,Its groan
3101,أَصَابَهُمْ,They hit them
3102,وَحُسْنَ,Well done
3103,فَاتَكُمْ,Your death
3104,الْغَمِّ,Gross
3105,طَائِفَةً,Sect
3106,وَطَائِفَةٌ,And a group
3107,الْتَقَى,he met
3108,لِإِخْوَانِهِمْ,For their brothers
3109,ضَرَبُوا,They were struck
3110,مَاتُوا,They died
3111,لِيَجْعَلَ,To make
3112,حَسْرَةً,heartbreak
3113,يَجْمَعُونَ,They are all
3114,وَمَأْوَاهُ,And his death
3115,قَاتِلُوا,Fight
3116,لِلْإِيمَانِ,For faith
3117,وَفَضْلٍ,And the best
3118,وَالرَّسُولِ,And the Messenger
3119,حَسْبُنَا,We calculated
3120,يَضُرُّوا,They are harmful
3121,حَظًّا,Looking
3122,يَحْسَبَنَّ,Calculate
3123,لِأَنْفُسِهِمْ,For themselves
3124,الطَّيِّبِ,The good
3125,يَبْخَلُونَ,They are stingy
3126,عَهِدَ,Covenant
3127,لِرَسُولٍ,A messenger
3128,قَبْلِي,Tribal
3129,كَذَّبُوكَ,They lied to you
3130,ذَائِقَةُ,Dhimma
3131,وَإِنَّمَا,And only
3132,وَأَنْفُسِكُمْ,And yourself
3133,عَزْمِ,determination
3134,أَتَوْا,they came
3135,فَاسْتَجَابَ,He responded
3136,سَبِيلِي,My way
3137,خَاشِعِينَ,Beginners
3138,زَوْجَهَا,Her husband
3139,مَثْنَى,synonym
3140,غَنِيًّا,Sing
3141,الْوَالِدَانِ,the parents
3142,وَالْأَقْرَبُونَ,And the closest
3143,أَمْوَالَ,funds
3144,فَلَهَا,So
3145,السُّدُسُ,Sad
3146,نِصْفُ,Half
3147,يَعْصِ,He sticks
3148,خَالِدًا,Creative
3149,تَوَّابًا,Tawab
3150,يَتُوبُونَ,They repent
3151,تُبْتُ,Tab
3152,كَرْهًا,unwillingly
3153,مُبَيِّنَةٍ,Showed
3154,وَإِثْمًا,And at all
3155,مِيثَاقًا,A charter
3156,غَلِيظًا,Right
3157,وَسَاءَ,And misfortune
3158,حُرِّمَتْ,It was forbidden
3159,دَخَلْتُمْ,You entered
3160,بِهِنَّ,With them
3161,وَالْمُحْصَنَاتُ,And the forties
3162,بِأَمْوَالِكُمْ,With your money
3163,فَمِنْ,Who is
3164,خَشِيَ,He was afraid
3165,لِيُبَيِّنَ,To show
3166,وَيُرِيدُ,He wants
3167,كَبَائِرَ,Kabir
3168,عَلِيًّا,Ali
3169,وَاعْبُدُوا,And worship
3170,تُشْرِكُوا,Share
3171,يَظْلِمُ,Oppress
3172,وَجِئْنَا,We have come
3173,عَفُوًّا,Sorry
3174,وَيُرِيدُونَ,They want
3175,يُحَرِّفُونَ,They go away
3176,الْكَلِمَ,The word
3177,مَوَاضِعِهِ,His position
3178,وَيَغْفِرُ,And forgive
3179,فَتِيلًا,Tail
3180,يُؤْتُونَ,They are brought up
3181,أُمِرُوا,Excellent
3182,كَتَبْنَا,we wrote
3183,اقْتُلُوا,Kill
3184,انْفِرُوا,Spread
3185,فَوْزًا,Fawz
3186,الرِّجَالِ,Men
3187,أَخْرِجْنَا,Leave us
3188,فَقَاتِلُوا,Fight
3189,وَالْآخِرَةُ,And the hereafter
3190,أَيْنَمَا,wherever
3191,يَكَادُونَ,They are almost
3192,أَصَابَكَ,I hit you
3193,سَيِّئَةٍ,A bad
3194,حَفِيظًا,Facilitated
3195,طَاعَةٌ,obedience
3196,يُهَاجِرُوا,They migrate
3197,يَصِلُونَ,They pray
3198,مِيثَاقٌ,A charter
3199,جَاءُوكُمْ,You have come
3200,رُدُّوا,Respondible
3201,فَتَحْرِيرُ,Freedom
3202,وَغَضِبَ,And anger
3203,ضَرَبْتُمْ,You were struck
3204,فَتَبَيَّنُوا,So show
3205,الْمُجَاهِدِينَ,The struggles
3206,دَرَجَةً,Degree
3207,مَصِيرًا,Central
3208,فَأَقِيمُوا,So stay
3209,عِبَادِكَ,Your worship
3210,قِيلًا,Significance
3211,خَلِيلًا,Class
3212,وَإِنِ,and that
3213,الْأَنْفُسُ,The soul
3214,وَيَأْتِ,And come
3215,عِنْدَهُمُ,They have
3216,شَاكِرًا,Thank you
3217,الْجَهْرَ,Phenomenon
3218,يَتَّخِذُوا,They take
3219,وَأَخَذْنَا,And take us
3220,وَقَوْلِهِمْ,And their saying
3221,طَبَعَ,print
3222,الظَّنِّ,I think
3223,وَأَيُّوبَ,And a ride
3224,أَنْزَلَهُ,I descend it
3225,عِبَادَتِهِ,His worship
3226,وَيَزِيدُهُمْ,And increase them
3227,كَانَتَا,It was
3228,حُرُمٌ,Dahir
3229,وَرِضْوَانًا,And satisfaction
3230,يَجْرِمَنَّكُمْ,Gross you
3231,عَلَّمَكُمُ,Teach you
3232,حَرَجٍ,critical
3233,الْعَدَاوَةَ,The enemy
3234,وَالْبَغْضَاءَ,And hatred
3235,وَيَعْفُو,And forgive
3236,السَّلَامِ,Peace
3237,فَإِنَّهَا,It is
3238,فَكَأَنَّمَا,As if
3239,فَسَادًا,Corruption
3240,وَمِثْلَهُ,And the same
3241,يُعَذِّبُ,It is tormented
3242,يُرِدِ,Respond
3243,أَعْرِضْ,I am present
3244,الْمُقْسِطِينَ,The two are the two
3245,يَحْكُمْ,Judged
3246,وَأَنِ,and that
3247,فَاعْلَمْ,Know
3248,يَتَوَلَّهُمْ,They take care of them
3249,بِقَوْمٍ,With people
3250,حِزْبَ,party
3251,وَلَعِبًا,Play
3252,أُنَبِّئُكُمْ,I tell you
3253,الطَّاغُوتَ,The tyrant
3254,وَأَضَلُّ,And the best
3255,يَدَاهُ,He guides him
3256,تَحْتِ,under
3257,وَأَرْسَلْنَا,And send us
3258,أَهْوَاءَ,A love
3259,مَوَدَّةً,love
3260,أَيْمَانَكُمْ,Your faith
3261,بَيْنَكُمُ,Among you
3262,وَعَنِ,And from
3263,لِيَعْلَمَ,To know
3264,لِتَعْلَمُوا,To learn
3265,اعْلَمُوا,Know
3266,بَيْنِكُمْ,Among you
3267,يَجْمَعُ,Collecting
3268,وَنَكُونَ,We are
3269,تَغْفِرْ,Forgive
3270,أَجَلًا,Over
3271,مَكَّنَّاهُمْ,They enabled them
